Source,Target,Weight
American Double / Imperial Sto,Berliner Weissbier,0
Scotch Ale / Wee Heavy,Berliner Weissbier,0
Old Ale,Berliner Weissbier,0
English Brown Ale,Berliner Weissbier,0
Euro Pale Lager,Berliner Weissbier,0
Munich Helles Lager,Berliner Weissbier,0
Märzen / Oktoberfest,Berliner Weissbier,0
Extra Special / Strong Bitter,Berliner Weissbier,0
Saison / Farmhouse Ale,Berliner Weissbier,0
Belgian Strong Pale Ale,Berliner Weissbier,0
Flanders Red Ale,Berliner Weissbier,0
Foreign / Export Stout,Berliner Weissbier,0
Hefeweizen,Berliner Weissbier,0
American Stout,Berliner Weissbier,0
Herbed / Spiced Beer,Berliner Weissbier,0
American Porter,Berliner Weissbier,0
California Common / Steam Beer,Berliner Weissbier,0
American Strong Ale,Berliner Weissbier,0
American Pale Ale (APA),Berliner Weissbier,1
Witbier,Berliner Weissbier,0
English Barleywine,Berliner Weissbier,0
Pumpkin Ale,Berliner Weissbier,0
Japanese Rice Lager,Berliner Weissbier,0
Cream Ale,Berliner Weissbier,0
Fruit / Vegetable Beer,Berliner Weissbier,0
Gose,Berliner Weissbier,0
American Brown Ale,Berliner Weissbier,0
American Barleywine,Berliner Weissbier,0
American Pale Wheat Ale,Berliner Weissbier,0
Rye Beer,Berliner Weissbier,0
American Amber / Red Ale,Berliner Weissbier,0
Belgian IPA,Berliner Weissbier,0
German Pilsener,Berliner Weissbier,0
Oatmeal Stout,Berliner Weissbier,0
Bock,Berliner Weissbier,0
English India Pale Ale (IPA),Berliner Weissbier,0
Lambic - Fruit,Berliner Weissbier,0
Dubbel,Berliner Weissbier,0
Belgian Dark Ale,Berliner Weissbier,0
Bière de Garde,Berliner Weissbier,0
Baltic Porter,Berliner Weissbier,0
Russian Imperial Stout,Berliner Weissbier,0
American Blonde Ale,Berliner Weissbier,0
Tripel,Berliner Weissbier,0
Flanders Oud Bruin,Berliner Weissbier,0
English Stout,Berliner Weissbier,0
Quadrupel (Quad),Berliner Weissbier,0
Milk / Sweet Stout,Berliner Weissbier,0
Winter Warmer,Berliner Weissbier,0
Vienna Lager,Berliner Weissbier,0
Irish Red Ale,Berliner Weissbier,0
American Adjunct Lager,Berliner Weissbier,0
English Bitter,Berliner Weissbier,0
Schwarzbier,Berliner Weissbier,0
Belgian Strong Dark Ale,Berliner Weissbier,0
Belgian Pale Ale,Berliner Weissbier,0
Scottish Ale,Berliner Weissbier,0
Light Lager,Berliner Weissbier,0
American Amber / Red Lager,Berliner Weissbier,0
American Pale Lager,Berliner Weissbier,0
Dortmunder / Export Lager,Berliner Weissbier,0
Altbier,Berliner Weissbier,0
Berliner Weissbier,Berliner Weissbier,5
English Porter,Berliner Weissbier,0
Maibock / Helles Bock,Berliner Weissbier,0
Irish Dry Stout,Berliner Weissbier,0
Keller Bier / Zwickel Bier,Berliner Weissbier,0
English Strong Ale,Berliner Weissbier,0
Wheatwine,Berliner Weissbier,0
English Pale Ale,Berliner Weissbier,0
Bière de Champagne / Bière B,Berliner Weissbier,0
Czech Pilsener,Berliner Weissbier,0
American Wild Ale,Berliner Weissbier,0
Doppelbock,Berliner Weissbier,0
Dunkelweizen,Berliner Weissbier,0
Gueuze,Berliner Weissbier,0
Eisbock,Berliner Weissbier,0
Euro Strong Lager,Berliner Weissbier,0
Scottish Gruit / Ancient Herbe,Berliner Weissbier,0
Lambic - Unblended,Berliner Weissbier,0
Munich Dunkel Lager,Berliner Weissbier,0
Roggenbier,Berliner Weissbier,0
Faro,Berliner Weissbier,0
Kölsch,Berliner Weissbier,0
American Dark Wheat Ale,Berliner Weissbier,0
Sahti,Berliner Weissbier,0
Smoked Beer,Berliner Weissbier,0
Euro Dark Lager,Berliner Weissbier,0
Weizenbock,Berliner Weissbier,0
American Black Ale,English Porter,0
American Double / Imperial IPA,English Porter,0
American Double / Imperial Pil,English Porter,0
American IPA,English Porter,0
American Double / Imperial Sto,English Porter,0
Scotch Ale / Wee Heavy,English Porter,0
Old Ale,English Porter,0
English Brown Ale,English Porter,0
Euro Pale Lager,English Porter,0
Munich Helles Lager,English Porter,0
Märzen / Oktoberfest,English Porter,0
Extra Special / Strong Bitter,English Porter,0
Saison / Farmhouse Ale,English Porter,0
Belgian Strong Pale Ale,English Porter,0
Flanders Red Ale,English Porter,0
Foreign / Export Stout,English Porter,0
Hefeweizen,English Porter,0
American Stout,English Porter,0
Herbed / Spiced Beer,English Porter,0
American Porter,English Porter,0
California Common / Steam Beer,English Porter,0
American Strong Ale,English Porter,0
American Pale Ale (APA),English Porter,0
Witbier,English Porter,0
English Barleywine,English Porter,0
Pumpkin Ale,English Porter,0
Japanese Rice Lager,English Porter,0
Cream Ale,English Porter,0
Fruit / Vegetable Beer,English Porter,0
Gose,English Porter,0
American Brown Ale,English Porter,0
American Barleywine,English Porter,0
American Pale Wheat Ale,English Porter,0
Rye Beer,English Porter,0
American Amber / Red Ale,English Porter,0
Belgian IPA,English Porter,0
German Pilsener,English Porter,0
Oatmeal Stout,English Porter,0
Bock,English Porter,0
English India Pale Ale (IPA),English Porter,1
Lambic - Fruit,English Porter,0
Dubbel,English Porter,0
Belgian Dark Ale,English Porter,0
Bière de Garde,English Porter,0
Baltic Porter,English Porter,0
Russian Imperial Stout,English Porter,0
American Blonde Ale,English Porter,0
Tripel,English Porter,0
Flanders Oud Bruin,English Porter,0
English Stout,English Porter,0
Quadrupel (Quad),English Porter,0
Milk / Sweet Stout,English Porter,0
Winter Warmer,English Porter,0
Vienna Lager,English Porter,0
Irish Red Ale,English Porter,0
American Adjunct Lager,English Porter,0
English Bitter,English Porter,0
Schwarzbier,English Porter,0
Belgian Strong Dark Ale,English Porter,0
Belgian Pale Ale,English Porter,0
Scottish Ale,English Porter,1
Light Lager,English Porter,0
American Amber / Red Lager,English Porter,0
American Pale Lager,English Porter,0
Dortmunder / Export Lager,English Porter,0
Altbier,English Porter,0
Berliner Weissbier,English Porter,0
English Porter,English Porter,6
Maibock / Helles Bock,English Porter,0
Irish Dry Stout,English Porter,0
Keller Bier / Zwickel Bier,English Porter,0
English Strong Ale,English Porter,0
Wheatwine,English Porter,0
English Pale Ale,English Porter,0
Bière de Champagne / Bière B,English Porter,0
Czech Pilsener,English Porter,0
American Wild Ale,English Porter,0
Doppelbock,English Porter,0
Dunkelweizen,English Porter,0
Gueuze,English Porter,0
Eisbock,English Porter,0
Euro Strong Lager,English Porter,0
Scottish Gruit / Ancient Herbe,English Porter,0
Lambic - Unblended,English Porter,0
Munich Dunkel Lager,English Porter,0
Roggenbier,English Porter,0
Faro,English Porter,0
Kölsch,English Porter,0
American Dark Wheat Ale,English Porter,0
Sahti,English Porter,0
Smoked Beer,English Porter,0
Euro Dark Lager,English Porter,0
Weizenbock,English Porter,0
American Black Ale,Maibock / Helles Bock,0
American Double / Imperial IPA,Maibock / Helles Bock,0
American Double / Imperial Pil,Maibock / Helles Bock,0
American IPA,Maibock / Helles Bock,0
American Double / Imperial Sto,Maibock / Helles Bock,0
Scotch Ale / Wee Heavy,Maibock / Helles Bock,0
Old Ale,Maibock / Helles Bock,0
English Brown Ale,Maibock / Helles Bock,0
Euro Pale Lager,Maibock / Helles Bock,0
Munich Helles Lager,Maibock / Helles Bock,0
Märzen / Oktoberfest,Maibock / Helles Bock,0
Extra Special / Strong Bitter,Maibock / Helles Bock,0
Saison / Farmhouse Ale,Maibock / Helles Bock,0
Belgian Strong Pale Ale,Maibock / Helles Bock,0
Flanders Red Ale,Maibock / Helles Bock,0
Foreign / Export Stout,Maibock / Helles Bock,0
Hefeweizen,Maibock / Helles Bock,0
American Stout,Maibock / Helles Bock,0
Herbed / Spiced Beer,Maibock / Helles Bock,0
American Porter,Maibock / Helles Bock,0
California Common / Steam Beer,Maibock / Helles Bock,0
American Strong Ale,Maibock / Helles Bock,0
American Pale Ale (APA),Maibock / Helles Bock,0
Witbier,Maibock / Helles Bock,1
English Barleywine,Maibock / Helles Bock,0
Pumpkin Ale,Maibock / Helles Bock,0
Japanese Rice Lager,Maibock / Helles Bock,0
Cream Ale,Maibock / Helles Bock,0
Fruit / Vegetable Beer,Maibock / Helles Bock,0
Gose,Maibock / Helles Bock,0
American Brown Ale,Maibock / Helles Bock,0
American Barleywine,Maibock / Helles Bock,0
American Pale Wheat Ale,Maibock / Helles Bock,0
Rye Beer,Maibock / Helles Bock,0
American Amber / Red Ale,Maibock / Helles Bock,0
Belgian IPA,Maibock / Helles Bock,0
German Pilsener,Maibock / Helles Bock,0
Oatmeal Stout,Maibock / Helles Bock,0
Bock,Maibock / Helles Bock,0
English India Pale Ale (IPA),Maibock / Helles Bock,0
Lambic - Fruit,Maibock / Helles Bock,0
Dubbel,Maibock / Helles Bock,0
Belgian Dark Ale,Maibock / Helles Bock,0
Bière de Garde,Maibock / Helles Bock,0
Baltic Porter,Maibock / Helles Bock,0
Russian Imperial Stout,Maibock / Helles Bock,0
American Blonde Ale,Maibock / Helles Bock,0
Tripel,Maibock / Helles Bock,0
Flanders Oud Bruin,Maibock / Helles Bock,0
English Stout,Maibock / Helles Bock,0
Quadrupel (Quad),Maibock / Helles Bock,0
Milk / Sweet Stout,Maibock / Helles Bock,0
Winter Warmer,Maibock / Helles Bock,0
Vienna Lager,Maibock / Helles Bock,0
Irish Red Ale,Maibock / Helles Bock,0
American Adjunct Lager,Maibock / Helles Bock,0
English Bitter,Maibock / Helles Bock,0
Schwarzbier,Maibock / Helles Bock,0
Belgian Strong Dark Ale,Maibock / Helles Bock,0
Belgian Pale Ale,Maibock / Helles Bock,0
Scottish Ale,Maibock / Helles Bock,0
Light Lager,Maibock / Helles Bock,0
American Amber / Red Lager,Maibock / Helles Bock,0
American Pale Lager,Maibock / Helles Bock,0
Dortmunder / Export Lager,Maibock / Helles Bock,0
Altbier,Maibock / Helles Bock,0
Berliner Weissbier,Maibock / Helles Bock,0
English Porter,Maibock / Helles Bock,0
Maibock / Helles Bock,Maibock / Helles Bock,3
Irish Dry Stout,Maibock / Helles Bock,0
Keller Bier / Zwickel Bier,Maibock / Helles Bock,0
English Strong Ale,Maibock / Helles Bock,0
Wheatwine,Maibock / Helles Bock,0
English Pale Ale,Maibock / Helles Bock,0
Bière de Champagne / Bière B,Maibock / Helles Bock,0
Czech Pilsener,Maibock / Helles Bock,0
American Wild Ale,Maibock / Helles Bock,0
Doppelbock,Maibock / Helles Bock,0
Dunkelweizen,Maibock / Helles Bock,0
Gueuze,Maibock / Helles Bock,0
Eisbock,Maibock / Helles Bock,0
Euro Strong Lager,Maibock / Helles Bock,0
Scottish Gruit / Ancient Herbe,Maibock / Helles Bock,0
Lambic - Unblended,Maibock / Helles Bock,0
Munich Dunkel Lager,Maibock / Helles Bock,0
Roggenbier,Maibock / Helles Bock,0
Faro,Maibock / Helles Bock,0
Kölsch,Maibock / Helles Bock,0
American Dark Wheat Ale,Maibock / Helles Bock,0
Sahti,Maibock / Helles Bock,0
Smoked Beer,Maibock / Helles Bock,0
Euro Dark Lager,Maibock / Helles Bock,0
Weizenbock,Maibock / Helles Bock,0
American Black Ale,Irish Dry Stout,0
American Double / Imperial IPA,Irish Dry Stout,0
American Double / Imperial Pil,Irish Dry Stout,0
American IPA,Irish Dry Stout,0
American Double / Imperial Sto,Irish Dry Stout,0
Scotch Ale / Wee Heavy,Irish Dry Stout,0
Old Ale,Irish Dry Stout,0
English Brown Ale,Irish Dry Stout,0
Euro Pale Lager,Irish Dry Stout,0
Munich Helles Lager,Irish Dry Stout,0
Märzen / Oktoberfest,Irish Dry Stout,0
Extra Special / Strong Bitter,Irish Dry Stout,0
Saison / Farmhouse Ale,Irish Dry Stout,0
Belgian Strong Pale Ale,Irish Dry Stout,0
Flanders Red Ale,Irish Dry Stout,0
Foreign / Export Stout,Irish Dry Stout,0
Hefeweizen,Irish Dry Stout,0
American Stout,Irish Dry Stout,0
Herbed / Spiced Beer,Irish Dry Stout,0
American Porter,Irish Dry Stout,0
California Common / Steam Beer,Irish Dry Stout,0
American Strong Ale,Irish Dry Stout,0
American Pale Ale (APA),Irish Dry Stout,0
Witbier,Irish Dry Stout,0
English Barleywine,Irish Dry Stout,0
Pumpkin Ale,Irish Dry Stout,0
Japanese Rice Lager,Irish Dry Stout,0
Cream Ale,Irish Dry Stout,0
Fruit / Vegetable Beer,Irish Dry Stout,0
Gose,Irish Dry Stout,0
American Brown Ale,Irish Dry Stout,0
American Barleywine,Irish Dry Stout,0
American Pale Wheat Ale,Irish Dry Stout,0
Rye Beer,Irish Dry Stout,0
American Amber / Red Ale,Irish Dry Stout,0
Belgian IPA,Irish Dry Stout,0
German Pilsener,Irish Dry Stout,0
Oatmeal Stout,Irish Dry Stout,0
Bock,Irish Dry Stout,0
English India Pale Ale (IPA),Irish Dry Stout,0
Lambic - Fruit,Irish Dry Stout,0
Dubbel,Irish Dry Stout,0
Belgian Dark Ale,Irish Dry Stout,0
Bière de Garde,Irish Dry Stout,0
Baltic Porter,Irish Dry Stout,0
Russian Imperial Stout,Irish Dry Stout,0
American Blonde Ale,Irish Dry Stout,0
Tripel,Irish Dry Stout,0
Flanders Oud Bruin,Irish Dry Stout,0
English Stout,Irish Dry Stout,0
Quadrupel (Quad),Irish Dry Stout,0
Milk / Sweet Stout,Irish Dry Stout,0
Winter Warmer,Irish Dry Stout,0
Vienna Lager,Irish Dry Stout,0
Irish Red Ale,Irish Dry Stout,0
American Adjunct Lager,Irish Dry Stout,0
English Bitter,Irish Dry Stout,0
Schwarzbier,Irish Dry Stout,0
Belgian Strong Dark Ale,Irish Dry Stout,0
Belgian Pale Ale,Irish Dry Stout,0
Scottish Ale,Irish Dry Stout,0
Light Lager,Irish Dry Stout,0
American Amber / Red Lager,Irish Dry Stout,0
American Pale Lager,Irish Dry Stout,0
Dortmunder / Export Lager,Irish Dry Stout,0
Altbier,Irish Dry Stout,0
Berliner Weissbier,Irish Dry Stout,0
English Porter,Irish Dry Stout,0
Maibock / Helles Bock,Irish Dry Stout,0
Irish Dry Stout,Irish Dry Stout,9
Keller Bier / Zwickel Bier,Irish Dry Stout,0
English Strong Ale,Irish Dry Stout,0
Wheatwine,Irish Dry Stout,0
English Pale Ale,Irish Dry Stout,0
Bière de Champagne / Bière B,Irish Dry Stout,0
Czech Pilsener,Irish Dry Stout,0
American Wild Ale,Irish Dry Stout,0
Doppelbock,Irish Dry Stout,0
Dunkelweizen,Irish Dry Stout,0
Gueuze,Irish Dry Stout,0
Eisbock,Irish Dry Stout,0
Euro Strong Lager,Irish Dry Stout,0
Scottish Gruit / Ancient Herbe,Irish Dry Stout,0
Lambic - Unblended,Irish Dry Stout,0
Munich Dunkel Lager,Irish Dry Stout,0
Roggenbier,Irish Dry Stout,0
Faro,Irish Dry Stout,0
Kölsch,Irish Dry Stout,0
American Dark Wheat Ale,Irish Dry Stout,0
Sahti,Irish Dry Stout,0
Smoked Beer,Irish Dry Stout,0
Euro Dark Lager,Irish Dry Stout,0
Weizenbock,Irish Dry Stout,0
American Black Ale,Keller Bier / Zwickel Bier,0
American Double / Imperial IPA,Keller Bier / Zwickel Bier,0
American Double / Imperial Pil,Keller Bier / Zwickel Bier,0
American IPA,Keller Bier / Zwickel Bier,0
American Double / Imperial Sto,Keller Bier / Zwickel Bier,0
Scotch Ale / Wee Heavy,Keller Bier / Zwickel Bier,0
Old Ale,Keller Bier / Zwickel Bier,0
English Brown Ale,Keller Bier / Zwickel Bier,0
Euro Pale Lager,Keller Bier / Zwickel Bier,0
Munich Helles Lager,Keller Bier / Zwickel Bier,0
Märzen / Oktoberfest,Keller Bier / Zwickel Bier,0
Extra Special / Strong Bitter,Keller Bier / Zwickel Bier,0
Saison / Farmhouse Ale,Keller Bier / Zwickel Bier,0
Belgian Strong Pale Ale,Keller Bier / Zwickel Bier,0
Flanders Red Ale,Keller Bier / Zwickel Bier,0
Foreign / Export Stout,Keller Bier / Zwickel Bier,0
Hefeweizen,Keller Bier / Zwickel Bier,0
American Stout,Keller Bier / Zwickel Bier,1
Herbed / Spiced Beer,Keller Bier / Zwickel Bier,0
American Porter,Keller Bier / Zwickel Bier,0
California Common / Steam Beer,Keller Bier / Zwickel Bier,0
American Strong Ale,Keller Bier / Zwickel Bier,0
American Pale Ale (APA),Keller Bier / Zwickel Bier,0
Witbier,Keller Bier / Zwickel Bier,0
English Barleywine,Keller Bier / Zwickel Bier,0
Pumpkin Ale,Keller Bier / Zwickel Bier,0
Japanese Rice Lager,Keller Bier / Zwickel Bier,0
Cream Ale,Keller Bier / Zwickel Bier,0
Fruit / Vegetable Beer,Keller Bier / Zwickel Bier,0
Gose,Keller Bier / Zwickel Bier,0
American Brown Ale,Keller Bier / Zwickel Bier,0
American Barleywine,Keller Bier / Zwickel Bier,0
American Pale Wheat Ale,Keller Bier / Zwickel Bier,0
Rye Beer,Keller Bier / Zwickel Bier,0
American Amber / Red Ale,Keller Bier / Zwickel Bier,0
Belgian IPA,Keller Bier / Zwickel Bier,0
German Pilsener,Keller Bier / Zwickel Bier,0
Oatmeal Stout,Keller Bier / Zwickel Bier,0
Bock,Keller Bier / Zwickel Bier,0
English India Pale Ale (IPA),Keller Bier / Zwickel Bier,0
Lambic - Fruit,Keller Bier / Zwickel Bier,0
Dubbel,Keller Bier / Zwickel Bier,0
Belgian Dark Ale,Keller Bier / Zwickel Bier,0
Bière de Garde,Keller Bier / Zwickel Bier,0
Baltic Porter,Keller Bier / Zwickel Bier,0
Russian Imperial Stout,Keller Bier / Zwickel Bier,1
American Blonde Ale,Keller Bier / Zwickel Bier,0
Tripel,Keller Bier / Zwickel Bier,1
Flanders Oud Bruin,Keller Bier / Zwickel Bier,0
English Stout,Keller Bier / Zwickel Bier,0
Quadrupel (Quad),Keller Bier / Zwickel Bier,0
Milk / Sweet Stout,Keller Bier / Zwickel Bier,0
Winter Warmer,Keller Bier / Zwickel Bier,0
Vienna Lager,Keller Bier / Zwickel Bier,0
Irish Red Ale,Keller Bier / Zwickel Bier,1
American Adjunct Lager,Keller Bier / Zwickel Bier,0
English Bitter,Keller Bier / Zwickel Bier,0
Schwarzbier,Keller Bier / Zwickel Bier,0
Belgian Strong Dark Ale,Keller Bier / Zwickel Bier,0
Belgian Pale Ale,Keller Bier / Zwickel Bier,0
Scottish Ale,Keller Bier / Zwickel Bier,0
Light Lager,Keller Bier / Zwickel Bier,0
American Amber / Red Lager,Keller Bier / Zwickel Bier,0
American Pale Lager,Keller Bier / Zwickel Bier,0
Dortmunder / Export Lager,Keller Bier / Zwickel Bier,0
Altbier,Keller Bier / Zwickel Bier,0
Berliner Weissbier,Keller Bier / Zwickel Bier,0
English Porter,Keller Bier / Zwickel Bier,0
Maibock / Helles Bock,Keller Bier / Zwickel Bier,0
Irish Dry Stout,Keller Bier / Zwickel Bier,0
Keller Bier / Zwickel Bier,Keller Bier / Zwickel Bier,3
English Strong Ale,Keller Bier / Zwickel Bier,0
Wheatwine,Keller Bier / Zwickel Bier,0
English Pale Ale,Keller Bier / Zwickel Bier,0
Bière de Champagne / Bière B,Keller Bier / Zwickel Bier,0
Czech Pilsener,Keller Bier / Zwickel Bier,0
American Wild Ale,Keller Bier / Zwickel Bier,0
Doppelbock,Keller Bier / Zwickel Bier,0
Dunkelweizen,Keller Bier / Zwickel Bier,0
Gueuze,Keller Bier / Zwickel Bier,0
Eisbock,Keller Bier / Zwickel Bier,0
Euro Strong Lager,Keller Bier / Zwickel Bier,0
Scottish Gruit / Ancient Herbe,Keller Bier / Zwickel Bier,0
Lambic - Unblended,Keller Bier / Zwickel Bier,0
Munich Dunkel Lager,Keller Bier / Zwickel Bier,0
Roggenbier,Keller Bier / Zwickel Bier,0
Faro,Keller Bier / Zwickel Bier,0
Kölsch,Keller Bier / Zwickel Bier,0
American Dark Wheat Ale,Keller Bier / Zwickel Bier,0
Sahti,Keller Bier / Zwickel Bier,0
Smoked Beer,Keller Bier / Zwickel Bier,0
Euro Dark Lager,Keller Bier / Zwickel Bier,0
Weizenbock,Keller Bier / Zwickel Bier,0
American Black Ale,English Strong Ale,0
American Double / Imperial IPA,English Strong Ale,0
American Double / Imperial Pil,English Strong Ale,0
American IPA,English Strong Ale,0
American Double / Imperial Sto,English Strong Ale,0
Scotch Ale / Wee Heavy,English Strong Ale,0
Old Ale,English Strong Ale,0
English Brown Ale,English Strong Ale,0
Euro Pale Lager,English Strong Ale,0
Munich Helles Lager,English Strong Ale,0
Märzen / Oktoberfest,English Strong Ale,0
Extra Special / Strong Bitter,English Strong Ale,0
Saison / Farmhouse Ale,English Strong Ale,0
Belgian Strong Pale Ale,English Strong Ale,0
Flanders Red Ale,English Strong Ale,0
Foreign / Export Stout,English Strong Ale,0
Hefeweizen,English Strong Ale,0
American Stout,English Strong Ale,0
Herbed / Spiced Beer,English Strong Ale,0
American Porter,English Strong Ale,0
California Common / Steam Beer,English Strong Ale,0
American Strong Ale,English Strong Ale,0
American Pale Ale (APA),English Strong Ale,0
Witbier,English Strong Ale,0
English Barleywine,English Strong Ale,0
Pumpkin Ale,English Strong Ale,0
Japanese Rice Lager,English Strong Ale,0
Cream Ale,English Strong Ale,0
Fruit / Vegetable Beer,English Strong Ale,0
Gose,English Strong Ale,0
American Brown Ale,English Strong Ale,0
American Barleywine,English Strong Ale,0
American Pale Wheat Ale,English Strong Ale,0
Rye Beer,English Strong Ale,0
American Amber / Red Ale,English Strong Ale,0
Belgian IPA,English Strong Ale,0
German Pilsener,English Strong Ale,0
Oatmeal Stout,English Strong Ale,0
Bock,English Strong Ale,0
English India Pale Ale (IPA),English Strong Ale,0
Lambic - Fruit,English Strong Ale,0
Dubbel,English Strong Ale,0
Belgian Dark Ale,English Strong Ale,0
Bière de Garde,English Strong Ale,0
Baltic Porter,English Strong Ale,0
Russian Imperial Stout,English Strong Ale,0
American Blonde Ale,English Strong Ale,0
Tripel,English Strong Ale,0
Flanders Oud Bruin,English Strong Ale,0
English Stout,English Strong Ale,0
Quadrupel (Quad),English Strong Ale,0
Milk / Sweet Stout,English Strong Ale,0
Winter Warmer,English Strong Ale,0
Vienna Lager,English Strong Ale,0
Irish Red Ale,English Strong Ale,0
American Adjunct Lager,English Strong Ale,0
English Bitter,English Strong Ale,0
Schwarzbier,English Strong Ale,0
Belgian Strong Dark Ale,English Strong Ale,0
Belgian Pale Ale,English Strong Ale,0
Scottish Ale,English Strong Ale,0
Light Lager,English Strong Ale,0
American Amber / Red Lager,English Strong Ale,0
American Pale Lager,English Strong Ale,0
Dortmunder / Export Lager,English Strong Ale,0
Altbier,English Strong Ale,0
Berliner Weissbier,English Strong Ale,0
English Porter,English Strong Ale,0
Maibock / Helles Bock,English Strong Ale,0
Irish Dry Stout,English Strong Ale,0
Keller Bier / Zwickel Bier,English Strong Ale,0
English Strong Ale,English Strong Ale,3
Wheatwine,English Strong Ale,0
English Pale Ale,English Strong Ale,0
Bière de Champagne / Bière B,English Strong Ale,0
Czech Pilsener,English Strong Ale,0
American Wild Ale,English Strong Ale,0
Doppelbock,English Strong Ale,0
Dunkelweizen,English Strong Ale,0
Gueuze,English Strong Ale,0
Eisbock,English Strong Ale,0
Euro Strong Lager,English Strong Ale,0
Scottish Gruit / Ancient Herbe,English Strong Ale,0
Lambic - Unblended,English Strong Ale,0
Munich Dunkel Lager,English Strong Ale,0
Roggenbier,English Strong Ale,0
Faro,English Strong Ale,0
Kölsch,English Strong Ale,0
American Dark Wheat Ale,English Strong Ale,0
Sahti,English Strong Ale,0
Smoked Beer,English Strong Ale,0
Euro Dark Lager,English Strong Ale,0
Weizenbock,English Strong Ale,0
American Black Ale,Wheatwine,0
American Double / Imperial IPA,Wheatwine,0
American Double / Imperial Pil,Wheatwine,0
American IPA,Wheatwine,0
American Double / Imperial Sto,Wheatwine,0
Scotch Ale / Wee Heavy,Wheatwine,1
Old Ale,Wheatwine,0
English Brown Ale,Wheatwine,0
Euro Pale Lager,Wheatwine,0
Munich Helles Lager,Wheatwine,0
Märzen / Oktoberfest,Wheatwine,0
Extra Special / Strong Bitter,Wheatwine,0
Saison / Farmhouse Ale,Wheatwine,0
Belgian Strong Pale Ale,Wheatwine,0
Flanders Red Ale,Wheatwine,0
Foreign / Export Stout,Wheatwine,0
Hefeweizen,Wheatwine,0
American Stout,Wheatwine,0
Herbed / Spiced Beer,Wheatwine,0
American Porter,Wheatwine,0
California Common / Steam Beer,Wheatwine,0
American Strong Ale,Wheatwine,0
American Pale Ale (APA),Wheatwine,0
Witbier,Wheatwine,0
English Barleywine,Wheatwine,0
Pumpkin Ale,Wheatwine,0
Japanese Rice Lager,Wheatwine,0
Cream Ale,Wheatwine,0
Fruit / Vegetable Beer,Wheatwine,0
Gose,Wheatwine,0
American Brown Ale,Wheatwine,0
American Barleywine,Wheatwine,0
American Pale Wheat Ale,Wheatwine,0
Rye Beer,Wheatwine,0
American Amber / Red Ale,Wheatwine,0
Belgian IPA,Wheatwine,0
German Pilsener,Wheatwine,0
Oatmeal Stout,Wheatwine,0
Bock,Wheatwine,0
English India Pale Ale (IPA),Wheatwine,0
Lambic - Fruit,Wheatwine,0
Dubbel,Wheatwine,0
Belgian Dark Ale,Wheatwine,0
Bière de Garde,Wheatwine,0
Baltic Porter,Wheatwine,0
Russian Imperial Stout,Wheatwine,0
American Blonde Ale,Wheatwine,0
Tripel,Wheatwine,0
Flanders Oud Bruin,Wheatwine,0
English Stout,Wheatwine,0
Quadrupel (Quad),Wheatwine,0
Milk / Sweet Stout,Wheatwine,0
Winter Warmer,Wheatwine,0
Vienna Lager,Wheatwine,0
Irish Red Ale,Wheatwine,0
American Adjunct Lager,Wheatwine,0
English Bitter,Wheatwine,0
Schwarzbier,Wheatwine,0
Belgian Strong Dark Ale,Wheatwine,0
Belgian Pale Ale,Wheatwine,0
Scottish Ale,Wheatwine,0
Light Lager,Wheatwine,0
American Amber / Red Lager,Wheatwine,0
American Pale Lager,Wheatwine,0
Dortmunder / Export Lager,Wheatwine,0
Altbier,Wheatwine,0
Berliner Weissbier,Wheatwine,0
English Porter,Wheatwine,0
Maibock / Helles Bock,Wheatwine,0
Irish Dry Stout,Wheatwine,0
Keller Bier / Zwickel Bier,Wheatwine,0
English Strong Ale,Wheatwine,0
Wheatwine,Wheatwine,4
English Pale Ale,Wheatwine,0
Bière de Champagne / Bière B,Wheatwine,0
Czech Pilsener,Wheatwine,0
American Wild Ale,Wheatwine,0
Doppelbock,Wheatwine,0
Dunkelweizen,Wheatwine,0
Gueuze,Wheatwine,0
Eisbock,Wheatwine,0
Euro Strong Lager,Wheatwine,0
Scottish Gruit / Ancient Herbe,Wheatwine,0
Lambic - Unblended,Wheatwine,0
Munich Dunkel Lager,Wheatwine,0
Roggenbier,Wheatwine,0
Faro,Wheatwine,0
Kölsch,Wheatwine,0
American Dark Wheat Ale,Wheatwine,0
Sahti,Wheatwine,0
Smoked Beer,Wheatwine,0
Euro Dark Lager,Wheatwine,0
Weizenbock,Wheatwine,0
American Black Ale,English Pale Ale,0
American Double / Imperial IPA,English Pale Ale,0
American Double / Imperial Pil,English Pale Ale,0
American IPA,English Pale Ale,0
American Double / Imperial Sto,English Pale Ale,0
Scotch Ale / Wee Heavy,English Pale Ale,0
Old Ale,English Pale Ale,0
English Brown Ale,English Pale Ale,0
Euro Pale Lager,English Pale Ale,0
Munich Helles Lager,English Pale Ale,0
Märzen / Oktoberfest,English Pale Ale,0
Extra Special / Strong Bitter,English Pale Ale,0
Saison / Farmhouse Ale,English Pale Ale,0
Belgian Strong Pale Ale,English Pale Ale,0
Flanders Red Ale,English Pale Ale,0
Foreign / Export Stout,English Pale Ale,0
Hefeweizen,English Pale Ale,0
American Stout,English Pale Ale,0
Herbed / Spiced Beer,English Pale Ale,0
American Porter,English Pale Ale,0
California Common / Steam Beer,English Pale Ale,0
American Strong Ale,English Pale Ale,0
