Source,Target,Weight
American Pale Ale (APA),English Pale Ale,0
Witbier,English Pale Ale,0
English Barleywine,English Pale Ale,0
Pumpkin Ale,English Pale Ale,0
Japanese Rice Lager,English Pale Ale,0
Cream Ale,English Pale Ale,0
Fruit / Vegetable Beer,English Pale Ale,0
Gose,English Pale Ale,0
American Brown Ale,English Pale Ale,0
American Barleywine,English Pale Ale,0
American Pale Wheat Ale,English Pale Ale,0
Rye Beer,English Pale Ale,0
American Amber / Red Ale,English Pale Ale,0
Belgian IPA,English Pale Ale,0
German Pilsener,English Pale Ale,0
Oatmeal Stout,English Pale Ale,0
Bock,English Pale Ale,0
English India Pale Ale (IPA),English Pale Ale,0
Lambic - Fruit,English Pale Ale,0
Dubbel,English Pale Ale,0
Belgian Dark Ale,English Pale Ale,0
Bière de Garde,English Pale Ale,0
Baltic Porter,English Pale Ale,0
Russian Imperial Stout,English Pale Ale,0
American Blonde Ale,English Pale Ale,0
Tripel,English Pale Ale,0
Flanders Oud Bruin,English Pale Ale,0
English Stout,English Pale Ale,0
Quadrupel (Quad),English Pale Ale,0
Milk / Sweet Stout,English Pale Ale,0
Winter Warmer,English Pale Ale,0
Vienna Lager,English Pale Ale,0
Irish Red Ale,English Pale Ale,0
American Adjunct Lager,English Pale Ale,0
English Bitter,English Pale Ale,0
Schwarzbier,English Pale Ale,0
Belgian Strong Dark Ale,English Pale Ale,1
Belgian Pale Ale,English Pale Ale,0
Scottish Ale,English Pale Ale,0
Light Lager,English Pale Ale,0
American Amber / Red Lager,English Pale Ale,0
American Pale Lager,English Pale Ale,0
Dortmunder / Export Lager,English Pale Ale,0
Altbier,English Pale Ale,0
Berliner Weissbier,English Pale Ale,0
English Porter,English Pale Ale,0
Maibock / Helles Bock,English Pale Ale,0
Irish Dry Stout,English Pale Ale,0
Keller Bier / Zwickel Bier,English Pale Ale,0
English Strong Ale,English Pale Ale,0
Wheatwine,English Pale Ale,0
English Pale Ale,English Pale Ale,4
Bière de Champagne / Bière B,English Pale Ale,0
Czech Pilsener,English Pale Ale,0
American Wild Ale,English Pale Ale,0
Doppelbock,English Pale Ale,0
Dunkelweizen,English Pale Ale,0
Gueuze,English Pale Ale,0
Eisbock,English Pale Ale,0
Euro Strong Lager,English Pale Ale,0
Scottish Gruit / Ancient Herbe,English Pale Ale,0
Lambic - Unblended,English Pale Ale,0
Munich Dunkel Lager,English Pale Ale,0
Roggenbier,English Pale Ale,0
Faro,English Pale Ale,0
Kölsch,English Pale Ale,0
American Dark Wheat Ale,English Pale Ale,0
Sahti,English Pale Ale,0
Smoked Beer,English Pale Ale,0
Euro Dark Lager,English Pale Ale,0
Weizenbock,English Pale Ale,0
American Black Ale,Bière de Champagne / Bière B,0
American Double / Imperial IPA,Bière de Champagne / Bière B,0
American Double / Imperial Pil,Bière de Champagne / Bière B,0
American IPA,Bière de Champagne / Bière B,0
American Double / Imperial Sto,Bière de Champagne / Bière B,0
Scotch Ale / Wee Heavy,Bière de Champagne / Bière B,0
Old Ale,Bière de Champagne / Bière B,0
English Brown Ale,Bière de Champagne / Bière B,0
Euro Pale Lager,Bière de Champagne / Bière B,0
Munich Helles Lager,Bière de Champagne / Bière B,0
Märzen / Oktoberfest,Bière de Champagne / Bière B,0
Extra Special / Strong Bitter,Bière de Champagne / Bière B,0
Saison / Farmhouse Ale,Bière de Champagne / Bière B,0
Belgian Strong Pale Ale,Bière de Champagne / Bière B,0
Flanders Red Ale,Bière de Champagne / Bière B,0
Foreign / Export Stout,Bière de Champagne / Bière B,0
Hefeweizen,Bière de Champagne / Bière B,0
American Stout,Bière de Champagne / Bière B,0
Herbed / Spiced Beer,Bière de Champagne / Bière B,0
American Porter,Bière de Champagne / Bière B,0
California Common / Steam Beer,Bière de Champagne / Bière B,0
American Strong Ale,Bière de Champagne / Bière B,0
American Pale Ale (APA),Bière de Champagne / Bière B,0
Witbier,Bière de Champagne / Bière B,0
English Barleywine,Bière de Champagne / Bière B,0
Pumpkin Ale,Bière de Champagne / Bière B,0
Japanese Rice Lager,Bière de Champagne / Bière B,0
Cream Ale,Bière de Champagne / Bière B,0
Fruit / Vegetable Beer,Bière de Champagne / Bière B,0
Gose,Bière de Champagne / Bière B,0
American Brown Ale,Bière de Champagne / Bière B,0
American Barleywine,Bière de Champagne / Bière B,0
American Pale Wheat Ale,Bière de Champagne / Bière B,0
Rye Beer,Bière de Champagne / Bière B,0
American Amber / Red Ale,Bière de Champagne / Bière B,0
Belgian IPA,Bière de Champagne / Bière B,0
German Pilsener,Bière de Champagne / Bière B,0
Oatmeal Stout,Bière de Champagne / Bière B,1
Bock,Bière de Champagne / Bière B,0
English India Pale Ale (IPA),Bière de Champagne / Bière B,0
Lambic - Fruit,Bière de Champagne / Bière B,0
Dubbel,Bière de Champagne / Bière B,0
Belgian Dark Ale,Bière de Champagne / Bière B,0
Bière de Garde,Bière de Champagne / Bière B,0
Baltic Porter,Bière de Champagne / Bière B,0
Russian Imperial Stout,Bière de Champagne / Bière B,0
American Blonde Ale,Bière de Champagne / Bière B,0
Tripel,Bière de Champagne / Bière B,0
Flanders Oud Bruin,Bière de Champagne / Bière B,0
English Stout,Bière de Champagne / Bière B,0
Quadrupel (Quad),Bière de Champagne / Bière B,0
Milk / Sweet Stout,Bière de Champagne / Bière B,0
Winter Warmer,Bière de Champagne / Bière B,0
Vienna Lager,Bière de Champagne / Bière B,0
Irish Red Ale,Bière de Champagne / Bière B,0
American Adjunct Lager,Bière de Champagne / Bière B,0
English Bitter,Bière de Champagne / Bière B,0
Schwarzbier,Bière de Champagne / Bière B,0
Belgian Strong Dark Ale,Bière de Champagne / Bière B,0
Belgian Pale Ale,Bière de Champagne / Bière B,0
Scottish Ale,Bière de Champagne / Bière B,0
Light Lager,Bière de Champagne / Bière B,0
American Amber / Red Lager,Bière de Champagne / Bière B,0
American Pale Lager,Bière de Champagne / Bière B,0
Dortmunder / Export Lager,Bière de Champagne / Bière B,0
Altbier,Bière de Champagne / Bière B,0
Berliner Weissbier,Bière de Champagne / Bière B,0
English Porter,Bière de Champagne / Bière B,0
Maibock / Helles Bock,Bière de Champagne / Bière B,0
Irish Dry Stout,Bière de Champagne / Bière B,0
Keller Bier / Zwickel Bier,Bière de Champagne / Bière B,0
English Strong Ale,Bière de Champagne / Bière B,0
Wheatwine,Bière de Champagne / Bière B,0
English Pale Ale,Bière de Champagne / Bière B,0
Bière de Champagne / Bière B,Bière de Champagne / Bière B,1
Czech Pilsener,Bière de Champagne / Bière B,0
American Wild Ale,Bière de Champagne / Bière B,0
Doppelbock,Bière de Champagne / Bière B,1
Dunkelweizen,Bière de Champagne / Bière B,0
Gueuze,Bière de Champagne / Bière B,0
Eisbock,Bière de Champagne / Bière B,0
Euro Strong Lager,Bière de Champagne / Bière B,0
Scottish Gruit / Ancient Herbe,Bière de Champagne / Bière B,0
Lambic - Unblended,Bière de Champagne / Bière B,0
Munich Dunkel Lager,Bière de Champagne / Bière B,0
Roggenbier,Bière de Champagne / Bière B,0
Faro,Bière de Champagne / Bière B,0
Kölsch,Bière de Champagne / Bière B,0
American Dark Wheat Ale,Bière de Champagne / Bière B,0
Sahti,Bière de Champagne / Bière B,0
Smoked Beer,Bière de Champagne / Bière B,0
Euro Dark Lager,Bière de Champagne / Bière B,0
Weizenbock,Bière de Champagne / Bière B,0
American Black Ale,Czech Pilsener,0
American Double / Imperial IPA,Czech Pilsener,0
American Double / Imperial Pil,Czech Pilsener,0
American IPA,Czech Pilsener,0
American Double / Imperial Sto,Czech Pilsener,0
Scotch Ale / Wee Heavy,Czech Pilsener,0
Old Ale,Czech Pilsener,0
English Brown Ale,Czech Pilsener,0
Euro Pale Lager,Czech Pilsener,0
Munich Helles Lager,Czech Pilsener,0
Märzen / Oktoberfest,Czech Pilsener,0
Extra Special / Strong Bitter,Czech Pilsener,0
Saison / Farmhouse Ale,Czech Pilsener,0
Belgian Strong Pale Ale,Czech Pilsener,0
Flanders Red Ale,Czech Pilsener,0
Foreign / Export Stout,Czech Pilsener,0
Hefeweizen,Czech Pilsener,0
American Stout,Czech Pilsener,0
Herbed / Spiced Beer,Czech Pilsener,0
American Porter,Czech Pilsener,0
California Common / Steam Beer,Czech Pilsener,0
American Strong Ale,Czech Pilsener,0
American Pale Ale (APA),Czech Pilsener,0
Witbier,Czech Pilsener,0
English Barleywine,Czech Pilsener,0
Pumpkin Ale,Czech Pilsener,0
Japanese Rice Lager,Czech Pilsener,0
Cream Ale,Czech Pilsener,0
Fruit / Vegetable Beer,Czech Pilsener,0
Gose,Czech Pilsener,0
American Brown Ale,Czech Pilsener,0
American Barleywine,Czech Pilsener,0
American Pale Wheat Ale,Czech Pilsener,0
Rye Beer,Czech Pilsener,0
American Amber / Red Ale,Czech Pilsener,0
Belgian IPA,Czech Pilsener,0
German Pilsener,Czech Pilsener,0
Oatmeal Stout,Czech Pilsener,0
Bock,Czech Pilsener,0
English India Pale Ale (IPA),Czech Pilsener,0
Lambic - Fruit,Czech Pilsener,0
Dubbel,Czech Pilsener,0
Belgian Dark Ale,Czech Pilsener,0
Bière de Garde,Czech Pilsener,0
Baltic Porter,Czech Pilsener,0
Russian Imperial Stout,Czech Pilsener,0
American Blonde Ale,Czech Pilsener,0
Tripel,Czech Pilsener,0
Flanders Oud Bruin,Czech Pilsener,0
English Stout,Czech Pilsener,0
Quadrupel (Quad),Czech Pilsener,1
Milk / Sweet Stout,Czech Pilsener,0
Winter Warmer,Czech Pilsener,0
Vienna Lager,Czech Pilsener,0
Irish Red Ale,Czech Pilsener,0
American Adjunct Lager,Czech Pilsener,0
English Bitter,Czech Pilsener,0
Schwarzbier,Czech Pilsener,0
Belgian Strong Dark Ale,Czech Pilsener,0
Belgian Pale Ale,Czech Pilsener,0
Scottish Ale,Czech Pilsener,0
Light Lager,Czech Pilsener,0
American Amber / Red Lager,Czech Pilsener,0
American Pale Lager,Czech Pilsener,0
Dortmunder / Export Lager,Czech Pilsener,0
Altbier,Czech Pilsener,0
Berliner Weissbier,Czech Pilsener,0
English Porter,Czech Pilsener,0
Maibock / Helles Bock,Czech Pilsener,0
Irish Dry Stout,Czech Pilsener,0
Keller Bier / Zwickel Bier,Czech Pilsener,0
English Strong Ale,Czech Pilsener,0
Wheatwine,Czech Pilsener,0
English Pale Ale,Czech Pilsener,0
Bière de Champagne / Bière B,Czech Pilsener,0
Czech Pilsener,Czech Pilsener,4
American Wild Ale,Czech Pilsener,0
Doppelbock,Czech Pilsener,0
Dunkelweizen,Czech Pilsener,0
Gueuze,Czech Pilsener,0
Eisbock,Czech Pilsener,0
Euro Strong Lager,Czech Pilsener,0
Scottish Gruit / Ancient Herbe,Czech Pilsener,0
Lambic - Unblended,Czech Pilsener,0
Munich Dunkel Lager,Czech Pilsener,0
Roggenbier,Czech Pilsener,0
Faro,Czech Pilsener,0
Kölsch,Czech Pilsener,0
American Dark Wheat Ale,Czech Pilsener,0
Sahti,Czech Pilsener,0
Smoked Beer,Czech Pilsener,0
Euro Dark Lager,Czech Pilsener,0
Weizenbock,Czech Pilsener,0
American Black Ale,American Wild Ale,0
American Double / Imperial IPA,American Wild Ale,0
American Double / Imperial Pil,American Wild Ale,1
American IPA,American Wild Ale,1
American Double / Imperial Sto,American Wild Ale,1
Scotch Ale / Wee Heavy,American Wild Ale,0
Old Ale,American Wild Ale,0
English Brown Ale,American Wild Ale,0
Euro Pale Lager,American Wild Ale,0
Munich Helles Lager,American Wild Ale,1
Märzen / Oktoberfest,American Wild Ale,0
Extra Special / Strong Bitter,American Wild Ale,0
Saison / Farmhouse Ale,American Wild Ale,0
Belgian Strong Pale Ale,American Wild Ale,0
Flanders Red Ale,American Wild Ale,0
Foreign / Export Stout,American Wild Ale,0
Hefeweizen,American Wild Ale,0
American Stout,American Wild Ale,0
Herbed / Spiced Beer,American Wild Ale,0
American Porter,American Wild Ale,0
California Common / Steam Beer,American Wild Ale,0
American Strong Ale,American Wild Ale,0
American Pale Ale (APA),American Wild Ale,1
Witbier,American Wild Ale,1
English Barleywine,American Wild Ale,0
Pumpkin Ale,American Wild Ale,0
Japanese Rice Lager,American Wild Ale,0
Cream Ale,American Wild Ale,0
Fruit / Vegetable Beer,American Wild Ale,0
Gose,American Wild Ale,0
American Brown Ale,American Wild Ale,0
American Barleywine,American Wild Ale,0
American Pale Wheat Ale,American Wild Ale,0
Rye Beer,American Wild Ale,1
American Amber / Red Ale,American Wild Ale,0
Belgian IPA,American Wild Ale,0
German Pilsener,American Wild Ale,0
Oatmeal Stout,American Wild Ale,0
Bock,American Wild Ale,0
English India Pale Ale (IPA),American Wild Ale,0
Lambic - Fruit,American Wild Ale,0
Dubbel,American Wild Ale,0
Belgian Dark Ale,American Wild Ale,0
Bière de Garde,American Wild Ale,0
Baltic Porter,American Wild Ale,0
Russian Imperial Stout,American Wild Ale,0
American Blonde Ale,American Wild Ale,0
Tripel,American Wild Ale,0
Flanders Oud Bruin,American Wild Ale,0
English Stout,American Wild Ale,0
Quadrupel (Quad),American Wild Ale,0
Milk / Sweet Stout,American Wild Ale,0
Winter Warmer,American Wild Ale,1
Vienna Lager,American Wild Ale,0
Irish Red Ale,American Wild Ale,0
American Adjunct Lager,American Wild Ale,0
English Bitter,American Wild Ale,0
Schwarzbier,American Wild Ale,0
Belgian Strong Dark Ale,American Wild Ale,1
Belgian Pale Ale,American Wild Ale,0
Scottish Ale,American Wild Ale,0
Light Lager,American Wild Ale,0
American Amber / Red Lager,American Wild Ale,0
American Pale Lager,American Wild Ale,0
Dortmunder / Export Lager,American Wild Ale,0
Altbier,American Wild Ale,0
Berliner Weissbier,American Wild Ale,0
English Porter,American Wild Ale,0
Maibock / Helles Bock,American Wild Ale,0
Irish Dry Stout,American Wild Ale,0
Keller Bier / Zwickel Bier,American Wild Ale,0
English Strong Ale,American Wild Ale,0
Wheatwine,American Wild Ale,0
English Pale Ale,American Wild Ale,0
Bière de Champagne / Bière B,American Wild Ale,0
Czech Pilsener,American Wild Ale,0
American Wild Ale,American Wild Ale,12
Doppelbock,American Wild Ale,0
Dunkelweizen,American Wild Ale,0
Gueuze,American Wild Ale,1
Eisbock,American Wild Ale,0
Euro Strong Lager,American Wild Ale,0
Scottish Gruit / Ancient Herbe,American Wild Ale,0
Lambic - Unblended,American Wild Ale,0
Munich Dunkel Lager,American Wild Ale,0
Roggenbier,American Wild Ale,0
Faro,American Wild Ale,0
Kölsch,American Wild Ale,0
American Dark Wheat Ale,American Wild Ale,0
Sahti,American Wild Ale,0
Smoked Beer,American Wild Ale,0
Euro Dark Lager,American Wild Ale,0
Weizenbock,American Wild Ale,0
American Black Ale,Doppelbock,0
American Double / Imperial IPA,Doppelbock,0
American Double / Imperial Pil,Doppelbock,0
American IPA,Doppelbock,0
American Double / Imperial Sto,Doppelbock,0
Scotch Ale / Wee Heavy,Doppelbock,0
Old Ale,Doppelbock,0
English Brown Ale,Doppelbock,0
Euro Pale Lager,Doppelbock,0
Munich Helles Lager,Doppelbock,0
Märzen / Oktoberfest,Doppelbock,0
Extra Special / Strong Bitter,Doppelbock,0
Saison / Farmhouse Ale,Doppelbock,0
Belgian Strong Pale Ale,Doppelbock,0
Flanders Red Ale,Doppelbock,0
Foreign / Export Stout,Doppelbock,0
Hefeweizen,Doppelbock,0
American Stout,Doppelbock,0
Herbed / Spiced Beer,Doppelbock,0
American Porter,Doppelbock,0
California Common / Steam Beer,Doppelbock,0
American Strong Ale,Doppelbock,0
American Pale Ale (APA),Doppelbock,0
Witbier,Doppelbock,0
English Barleywine,Doppelbock,1
Pumpkin Ale,Doppelbock,0
Japanese Rice Lager,Doppelbock,0
Cream Ale,Doppelbock,0
Fruit / Vegetable Beer,Doppelbock,0
Gose,Doppelbock,0
American Brown Ale,Doppelbock,0
American Barleywine,Doppelbock,1
American Pale Wheat Ale,Doppelbock,0
Rye Beer,Doppelbock,0
American Amber / Red Ale,Doppelbock,0
Belgian IPA,Doppelbock,0
German Pilsener,Doppelbock,0
Oatmeal Stout,Doppelbock,1
Bock,Doppelbock,0
English India Pale Ale (IPA),Doppelbock,0
Lambic - Fruit,Doppelbock,0
Dubbel,Doppelbock,0
Belgian Dark Ale,Doppelbock,0
Bière de Garde,Doppelbock,0
Baltic Porter,Doppelbock,0
Russian Imperial Stout,Doppelbock,0
American Blonde Ale,Doppelbock,0
Tripel,Doppelbock,0
Flanders Oud Bruin,Doppelbock,0
English Stout,Doppelbock,0
Quadrupel (Quad),Doppelbock,0
Milk / Sweet Stout,Doppelbock,0
Winter Warmer,Doppelbock,0
Vienna Lager,Doppelbock,0
Irish Red Ale,Doppelbock,0
American Adjunct Lager,Doppelbock,0
English Bitter,Doppelbock,0
Schwarzbier,Doppelbock,0
Belgian Strong Dark Ale,Doppelbock,0
Belgian Pale Ale,Doppelbock,0
Scottish Ale,Doppelbock,0
Light Lager,Doppelbock,0
American Amber / Red Lager,Doppelbock,0
American Pale Lager,Doppelbock,0
Dortmunder / Export Lager,Doppelbock,0
Altbier,Doppelbock,0
Berliner Weissbier,Doppelbock,0
English Porter,Doppelbock,0
Maibock / Helles Bock,Doppelbock,0
Irish Dry Stout,Doppelbock,0
Keller Bier / Zwickel Bier,Doppelbock,0
English Strong Ale,Doppelbock,0
Wheatwine,Doppelbock,0
English Pale Ale,Doppelbock,0
Bière de Champagne / Bière B,Doppelbock,1
Czech Pilsener,Doppelbock,0
American Wild Ale,Doppelbock,0
Doppelbock,Doppelbock,12
Dunkelweizen,Doppelbock,0
Gueuze,Doppelbock,0
Eisbock,Doppelbock,0
Euro Strong Lager,Doppelbock,0
Scottish Gruit / Ancient Herbe,Doppelbock,0
Lambic - Unblended,Doppelbock,0
Munich Dunkel Lager,Doppelbock,0
Roggenbier,Doppelbock,0
Faro,Doppelbock,0
Kölsch,Doppelbock,0
American Dark Wheat Ale,Doppelbock,0
Sahti,Doppelbock,0
Smoked Beer,Doppelbock,0
Euro Dark Lager,Doppelbock,0
Weizenbock,Doppelbock,0
American Black Ale,Dunkelweizen,0
American Double / Imperial IPA,Dunkelweizen,0
American Double / Imperial Pil,Dunkelweizen,0
American IPA,Dunkelweizen,0
American Double / Imperial Sto,Dunkelweizen,1
Scotch Ale / Wee Heavy,Dunkelweizen,0
Old Ale,Dunkelweizen,0
English Brown Ale,Dunkelweizen,0
Euro Pale Lager,Dunkelweizen,0
Munich Helles Lager,Dunkelweizen,0
Märzen / Oktoberfest,Dunkelweizen,0
Extra Special / Strong Bitter,Dunkelweizen,0
Saison / Farmhouse Ale,Dunkelweizen,0
Belgian Strong Pale Ale,Dunkelweizen,0
Flanders Red Ale,Dunkelweizen,0
Foreign / Export Stout,Dunkelweizen,0
Hefeweizen,Dunkelweizen,0
American Stout,Dunkelweizen,0
Herbed / Spiced Beer,Dunkelweizen,0
American Porter,Dunkelweizen,0
California Common / Steam Beer,Dunkelweizen,0
American Strong Ale,Dunkelweizen,0
American Pale Ale (APA),Dunkelweizen,0
Witbier,Dunkelweizen,0
English Barleywine,Dunkelweizen,0
Pumpkin Ale,Dunkelweizen,0
Japanese Rice Lager,Dunkelweizen,0
Cream Ale,Dunkelweizen,0
Fruit / Vegetable Beer,Dunkelweizen,0
Gose,Dunkelweizen,0
American Brown Ale,Dunkelweizen,0
American Barleywine,Dunkelweizen,0
American Pale Wheat Ale,Dunkelweizen,0
Rye Beer,Dunkelweizen,0
American Amber / Red Ale,Dunkelweizen,0
Belgian IPA,Dunkelweizen,0
German Pilsener,Dunkelweizen,0
Oatmeal Stout,Dunkelweizen,1
Bock,Dunkelweizen,0
English India Pale Ale (IPA),Dunkelweizen,0
Lambic - Fruit,Dunkelweizen,0
Dubbel,Dunkelweizen,0
Belgian Dark Ale,Dunkelweizen,0
Bière de Garde,Dunkelweizen,0
Baltic Porter,Dunkelweizen,0
Russian Imperial Stout,Dunkelweizen,0
American Blonde Ale,Dunkelweizen,0
Tripel,Dunkelweizen,0
Flanders Oud Bruin,Dunkelweizen,0
English Stout,Dunkelweizen,0
Quadrupel (Quad),Dunkelweizen,0
Milk / Sweet Stout,Dunkelweizen,0
Winter Warmer,Dunkelweizen,0
Vienna Lager,Dunkelweizen,0
Irish Red Ale,Dunkelweizen,0
American Adjunct Lager,Dunkelweizen,0
English Bitter,Dunkelweizen,0
Schwarzbier,Dunkelweizen,0
Belgian Strong Dark Ale,Dunkelweizen,0
Belgian Pale Ale,Dunkelweizen,0
Scottish Ale,Dunkelweizen,0
Light Lager,Dunkelweizen,0
American Amber / Red Lager,Dunkelweizen,0
American Pale Lager,Dunkelweizen,0
Dortmunder / Export Lager,Dunkelweizen,0
Altbier,Dunkelweizen,0
Berliner Weissbier,Dunkelweizen,0
English Porter,Dunkelweizen,0
Maibock / Helles Bock,Dunkelweizen,0
Irish Dry Stout,Dunkelweizen,0
Keller Bier / Zwickel Bier,Dunkelweizen,0
English Strong Ale,Dunkelweizen,0
Wheatwine,Dunkelweizen,0
English Pale Ale,Dunkelweizen,0
Bière de Champagne / Bière B,Dunkelweizen,0
Czech Pilsener,Dunkelweizen,0
American Wild Ale,Dunkelweizen,0
Doppelbock,Dunkelweizen,0
Dunkelweizen,Dunkelweizen,4
Gueuze,Dunkelweizen,0
Eisbock,Dunkelweizen,0
Euro Strong Lager,Dunkelweizen,0
Scottish Gruit / Ancient Herbe,Dunkelweizen,0
Lambic - Unblended,Dunkelweizen,0
Munich Dunkel Lager,Dunkelweizen,0
Roggenbier,Dunkelweizen,0
Faro,Dunkelweizen,0
Kölsch,Dunkelweizen,0
American Dark Wheat Ale,Dunkelweizen,0
Sahti,Dunkelweizen,0
Smoked Beer,Dunkelweizen,0
Euro Dark Lager,Dunkelweizen,0
Weizenbock,Dunkelweizen,0
American Black Ale,Gueuze,0
American Double / Imperial IPA,Gueuze,0
American Double / Imperial Pil,Gueuze,0
American IPA,Gueuze,0
American Double / Imperial Sto,Gueuze,0
